t_s	C_rate	V_V	Control_mode
1982.0443	0.832923077	4.3113	1
1983.0444	0.832961538	4.3116	1
1984.0444	0.832923077	4.3117	1
1985.0445	0.832923077	4.3118	1
1986.0445	0.832923077	4.312	1
1987.0446	0.832923077	4.3121	1
1988.0447	0.832923077	4.3123	1
1989.0437	0.832923077	4.3124	1
1990.0438	0.832961538	4.3126	1
1991.0438	0.832923077	4.3128	1
1992.0439	0.832923077	4.313	1
1993.0439	0.832923077	4.3131	1
1994.044	0.832961538	4.3133	1
1995.0441	0.832961538	4.3134	1
1996.0441	0.832923077	4.3135	1
1997.0442	0.832923077	4.3138	1
1998.0442	0.832923077	4.3139	1
1999.0443	0.832923077	4.314	1
2000.0443	0.832923077	4.3141	1
2001.0444	0.832961538	4.3145	1
2002.0445	0.832961538	4.3146	1
2003.0445	0.832923077	4.3146	1
2004.0446	0.832923077	4.3149	1
2005.0446	0.832923077	4.3149	1
2006.0447	0.832923077	4.3152	1
2007.0437	0.832923077	4.3153	1
2008.0438	0.832961538	4.3156	1
2009.0439	0.832923077	4.3157	1
2010.0439	0.832923077	4.3158	1
2011.044	0.832961538	4.316	1
2012.044	0.832923077	4.3161	1
2013.0441	0.832923077	4.3164	1
2014.0441	0.832923077	4.3165	1
2015.0442	0.832923077	4.3167	1
2016.0443	0.832923077	4.3168	1
2017.0443	0.832961538	4.3171	1
2018.0444	0.833	4.3173	1
2019.0444	0.832961538	4.3174	1
2020.0445	0.833	4.3176	1
2021.0445	0.832923077	4.3176	1
2022.0446	0.832961538	4.3179	1
2023.0447	0.832961538	4.318	1
2024.0437	0.832961538	4.3182	1
2025.0438	0.832961538	4.3185	1
2026.0438	0.832923077	4.3185	1
2027.0439	0.832961538	4.3186	1
2028.0439	0.832961538	4.3187	1
2029.044	0.832961538	4.319	1
2030.0441	0.832923077	4.3191	1
2031.0441	0.832923077	4.3193	1
2032.0442	0.832961538	4.3195	1
2033.0442	0.832961538	4.3196	1
2034.0443	0.832961538	4.3199	1
2035.0443	0.832961538	4.32	1
2036.0444	0.832961538	4.3202	1
2037.0445	0.832923077	4.3203	1
2038.0445	0.832961538	4.3205	1
2039.0446	0.832961538	4.3207	1
2040.0446	0.832923077	4.3207	1
2041.0447	0.832961538	4.321	1
2042.0437	0.832923077	4.3211	1
2043.0438	0.832961538	4.3213	1
2044.0439	0.832961538	4.3214	1
2045.0439	0.832961538	4.3216	1
2046.044	0.832961538	4.3218	1
2047.044	0.832961538	4.3219	1
2048.0441	0.832961538	4.3222	1
2049.0441	0.832961538	4.3223	1
2050.0442	0.833	4.3224	1
2051.0443	0.832961538	4.3226	1
2052.0443	0.832961538	4.3228	1
2053.0444	0.832961538	4.323	1
2054.0444	0.832961538	4.3231	1
2055.0445	0.832961538	4.3233	1
2056.0445	0.832961538	4.3234	1
2057.0446	0.833	4.3237	1
2058.0447	0.832961538	4.3237	1
2059.0437	0.832961538	4.3239	1
2060.0438	0.832961538	4.3242	1
2061.0438	0.832961538	4.3242	1
2062.0439	0.833	4.3245	1
2063.0439	0.832961538	4.3246	1
2064.044	0.833	4.3248	1
2065.0441	0.832923077	4.3249	1
2066.0441	0.832961538	4.325	1
2067.0442	0.832961538	4.3252	1
2068.0442	0.832923077	4.3254	1
2069.0443	0.832961538	4.3256	1
2070.0443	0.832923077	4.3258	1
2071.0444	0.832961538	4.3259	1
2072.0445	0.832923077	4.3261	1
2073.0445	0.832961538	4.3263	1
2074.0446	0.832961538	4.3264	1
2075.0446	0.832961538	4.3265	1
2076.0437	0.832961538	4.3268	1
2077.0437	0.832923077	4.3268	1
2078.0438	0.832961538	4.3271	1
2079.0439	0.832961538	4.3272	1
2080.0439	0.832961538	4.3274	1
2081.044	0.832923077	4.3276	1
2082.044	0.832923077	4.3277	1
2083.0441	0.832961538	4.3279	1
2084.0441	0.832923077	4.328	1
2085.0442	0.832923077	4.3282	1
2086.0443	0.832923077	4.3283	1
2087.0443	0.832961538	4.3285	1
2088.0444	0.832923077	4.3287	1
2089.0444	0.832923077	4.3289	1
2090.0445	0.832961538	4.329	1
2091.0445	0.832923077	4.3292	1
2092.0446	0.832961538	4.3294	1
2093.0447	0.832923077	4.3295	1
2094.0437	0.832961538	4.3297	1
2095.0438	0.832923077	4.3299	1
2096.0438	0.832923077	4.33	1
2097.0439	0.832923077	4.3302	1
2098.0439	0.832923077	4.3304	1
2099.044	0.832923077	4.3306	1
2100.0441	0.832923077	4.3307	1
2101.0441	0.832923077	4.3309	1
2102.0442	0.832923077	4.3311	1
2103.0442	0.832923077	4.3312	1
2104.0443	0.832923077	4.3314	1
2105.0443	0.832923077	4.3316	1
2106.0444	0.832961538	4.3318	1
2107.0445	0.832923077	4.3319	1
2108.0445	0.832961538	4.3321	1
2109.0446	0.832923077	4.3322	1
2110.0446	0.832923077	4.3324	1
2111.0437	0.832923077	4.3326	1
2112.0437	0.832923077	4.3327	1
2113.0438	0.832961538	4.333	1
2114.0439	0.832923077	4.333	1
2115.0439	0.832961538	4.3333	1
2116.044	0.832923077	4.3334	1
2117.044	0.832923077	4.3335	1
2118.0441	0.832961538	4.3338	1
2119.0441	0.832923077	4.3339	1
2120.0442	0.832961538	4.3341	1
2121.0443	0.832923077	4.3342	1
2122.0443	0.832961538	4.3344	1
2123.0444	0.832923077	4.3346	1
2124.0444	0.832961538	4.3347	1
2125.0445	0.832961538	4.335	1
2126.0445	0.832923077	4.335	1
2127.0446	0.832961538	4.3353	1
2128.0447	0.832923077	4.3354	1
2129.0437	0.832923077	4.3357	1
2130.0438	0.832923077	4.3357	1
2131.0438	0.832923077	4.3359	1
2132.0439	0.832923077	4.3361	1
2133.0439	0.832923077	4.3362	1
2134.044	0.832961538	4.3365	1
2135.0441	0.832923077	4.3366	1
2136.0441	0.832923077	4.3369	1
2137.0442	0.832923077	4.3369	1
2138.0442	0.832923077	4.3372	1
2139.0443	0.832923077	4.3373	1
2140.0443	0.832923077	4.3374	1
2141.0444	0.832923077	4.3377	1
2142.0445	0.832923077	4.3379	1
2143.0445	0.832923077	4.3381	1
2144.0446	0.832884615	4.3382	1
2145.0446	0.832961538	4.3384	1
2146.0437	0.832961538	4.3386	1
2147.0437	0.832923077	4.3387	1
2148.0438	0.832961538	4.3389	1
2149.0439	0.832923077	4.339	1
2150.0439	0.832961538	4.3393	1
2151.044	0.832961538	4.3394	1
2152.044	0.832961538	4.3396	1
2153.0441	0.832961538	4.3399	1
2154.0441	0.832923077	4.3399	1
2155.0442	0.832961538	4.3402	1
2156.0443	0.832961538	4.3402	1
2157.0443	0.832961538	4.3404	1
2158.0444	0.832923077	4.3406	1
2159.0444	0.832961538	4.3408	1
2160.0445	0.832961538	4.3411	1
2161.0445	0.832923077	4.3412	1
2162.0446	0.832961538	4.3414	1
2163.0447	0.832923077	4.3415	1
2164.0437	0.832961538	4.3417	1
2165.0438	0.832923077	4.3418	1
2166.0438	0.832961538	4.3421	1
2167.0439	0.832923077	4.3423	1
2168.0439	0.832923077	4.3424	1
2169.044	0.832961538	4.3426	1
2170.0441	0.832923077	4.3428	1
2171.0441	0.832923077	4.343	1
2172.0442	0.832923077	4.3431	1
2173.0442	0.832961538	4.3433	1
2174.0443	0.832923077	4.3434	1
2175.0443	0.832923077	4.3436	1
2176.0444	0.832961538	4.3438	1
2177.0445	0.832961538	4.3439	1
2178.0445	0.833	4.3442	1
2179.0446	0.832961538	4.3444	1
2180.0446	0.833	4.3446	1
2181.0437	0.832961538	4.3447	1
2182.0437	0.832961538	4.3449	1
2183.0438	0.833	4.3451	1
2184.0439	0.832961538	4.3452	1
2185.0439	0.833	4.3454	1
2186.044	0.832961538	4.3456	1
2187.044	0.833	4.3458	1
2188.0441	0.832961538	4.3459	1
2189.0441	0.832961538	4.3461	1
2190.0442	0.833	4.3463	1
2191.0443	0.832961538	4.3465	1
2192.0443	0.832961538	4.3467	1
2193.0444	0.832923077	4.3468	1
2194.0444	0.832961538	4.347	1
2195.0445	0.832923077	4.3471	1
2196.0445	0.832923077	4.3472	1
2197.0446	0.832961538	4.3474	1
2198.0447	0.832923077	4.3476	1
2199.0437	0.832961538	4.3478	1
2200.0438	0.832923077	4.348	1
2201.0438	0.832961538	4.3482	1
2202.0439	0.832923077	4.3483	1
2203.0439	0.832961538	4.3485	1
2204.044	0.832961538	4.3488	1
2205.0441	0.832923077	4.3488	1
2206.0441	0.832961538	4.349	1
2207.0442	0.832923077	4.3492	1
2208.0442	0.832961538	4.3494	1
2209.0443	0.832923077	4.3495	1
2210.0444	0.832923077	4.3498	1
2211.0444	0.832961538	4.35	1
2212.0445	0.832923077	4.3501	1
2213.0445	0.832961538	4.3503	1
2214.0446	0.832923077	4.3505	1
2215.0446	0.832961538	4.3507	1
2216.0437	0.832923077	4.3509	1
2217.0438	0.832961538	4.351	1
2218.0438	0.832923077	4.3513	1
2219.0439	0.832923077	4.3513	1
2220.0439	0.832923077	4.3516	1
2221.044	0.832923077	4.3516	1
2222.045	0.832961538	4.352	1
2223.0441	0.832923077	4.3521	1
2224.0442	0.832923077	4.3522	1
2225.0442	0.832923077	4.3524	1
2226.0443	0.832923077	4.3526	1
2227.0443	0.832961538	4.3528	1
2228.0444	0.832923077	4.3529	1
2229.0444	0.832961538	4.3531	1
2230.0445	0.832923077	4.3532	1
2231.0446	0.832961538	4.3534	1
2232.0446	0.832923077	4.3537	1
2233.0447	0.832923077	4.3537	1
2234.0437	0.832961538	4.354	1
2235.0438	0.832923077	4.3541	1
2236.0438	0.832961538	4.3543	1
2237.0439	0.832923077	4.3545	1
2238.044	0.832961538	4.3547	1
2239.044	0.832923077	4.3548	1
2240.0441	0.832923077	4.355	1
2241.0441	0.832961538	4.3552	1
2242.0442	0.832923077	4.3554	1
2243.0442	0.832923077	4.3556	1
2244.0443	0.832923077	4.3556	1
2245.0444	0.832961538	4.3559	1
2246.0444	0.832923077	4.356	1
2247.0445	0.832923077	4.3562	1
2248.0445	0.832961538	4.3565	1
2249.0446	0.832923077	4.3565	1
2250.0446	0.832961538	4.3568	1
2251.0437	0.832961538	4.3569	1
2252.0438	0.832961538	4.3572	1
2253.0438	0.832923077	4.3573	1
2254.0439	0.832923077	4.3575	1
2255.0439	0.832961538	4.3577	1
2256.044	0.832923077	4.3578	1
2257.044	0.832923077	4.3581	1
2258.0441	0.832923077	4.3582	1
2259.0442	0.832923077	4.3585	1
2260.0442	0.832923077	4.3586	1
2261.0443	0.832923077	4.3588	1
2262.0443	0.832923077	4.359	1
2263.0444	0.832923077	4.3591	1
2264.0444	0.832923077	4.3593	1
2265.0445	0.832923077	4.3595	1
2266.0446	0.832923077	4.3597	1
2267.0446	0.832923077	4.3598	1
2268.0447	0.832923077	4.36	1
2269.0437	0.832923077	4.3602	1
2270.0438	0.832884615	4.3603	1
2271.0438	0.832923077	4.3606	1
2272.0439	0.832923077	4.3607	1
2273.044	0.832961538	4.3609	1
2274.044	0.832923077	4.3611	1
2275.0441	0.832923077	4.3613	1
2276.0441	0.832961538	4.3615	1
2277.0442	0.832923077	4.3616	1
2278.0442	0.832961538	4.3618	1
2279.0443	0.832923077	4.362	1
2280.0444	0.832961538	4.3623	1
2281.0444	0.832923077	4.3623	1
2282.0445	0.832923077	4.3626	1
2283.0445	0.832961538	4.3628	1
2284.0446	0.832923077	4.3629	1
2285.0446	0.832923077	4.3632	1
2286.0437	0.832923077	4.3632	1
2287.0438	0.832961538	4.3635	1
2288.0438	0.832923077	4.3637	1
2289.0439	0.832961538	4.3638	1
2290.0439	0.832961538	4.364	1
2291.044	0.832923077	4.3641	1
2292.044	0.832961538	4.3644	1
2293.0441	0.832923077	4.3644	1
2294.0442	0.832961538	4.3647	1
2295.0442	0.832923077	4.3648	1
2296.0443	0.832961538	4.365	1
2297.0443	0.832961538	4.3652	1
2298.0444	0.832923077	4.3653	1
2299.0444	0.832961538	4.3655	1
2300.0445	0.832923077	4.3657	1
2301.0446	0.832961538	4.3659	1
2302.0446	0.499884615	4.2771	1
2303.0447	0.499923077	4.2707	1
2304.0437	0.499923077	4.2688	1
2305.0438	0.499884615	4.2672	1
2306.0438	0.499923077	4.2659	1
2307.0439	0.499884615	4.2647	1
2308.044	0.499923077	4.2637	1
2309.044	0.499884615	4.2627	1
2310.0441	0.499923077	4.2618	1
2311.0441	0.499884615	4.261	1
2312.0442	0.499884615	4.2601	1
2313.0442	0.499923077	4.2593	1
2314.0443	0.499884615	4.2586	1
2315.0444	0.499923077	4.258	1
2316.0444	0.499884615	4.2572	1
2317.0445	0.499923077	4.2567	1
2318.0445	0.499884615	4.2561	1
2319.0446	0.499884615	4.2554	1
2320.0446	0.499923077	4.255	1
2321.0437	0.499923077	4.2545	1
2322.0438	0.499923077	4.254	1
2323.0438	0.499923077	4.2534	1
2324.0439	0.499923077	4.2531	1
2325.0439	0.499923077	4.2525	1
2326.044	0.499923077	4.2521	1
2327.044	0.499923077	4.2518	1
2328.0441	0.499923077	4.2513	1
2329.0442	0.499923077	4.251	1
2330.0442	0.499923077	4.2504	1
2331.0443	0.499923077	4.2502	1
2332.0443	0.499884615	4.2498	1
2333.0444	0.499884615	4.2495	1
2334.0444	0.499923077	4.2492	1
2335.0445	0.499923077	4.2488	1
2336.0446	0.499923077	4.2485	1
2337.0446	0.499923077	4.2481	1
2338.0447	0.499923077	4.2479	1
2339.0437	0.499923077	4.2476	1
2340.0438	0.499923077	4.2473	1
2341.0438	0.499923077	4.2471	1
2342.0439	0.499923077	4.2468	1
2343.044	0.499923077	4.2466	1
2344.044	0.499923077	4.2464	1
2345.0441	0.499923077	4.2462	1
2346.0441	0.499923077	4.2459	1
2347.0442	0.499923077	4.2458	1
2348.0442	0.499923077	4.2457	1
2349.0443	0.499923077	4.2454	1
2350.0444	0.499923077	4.2452	1
2351.0444	0.499923077	4.245	1
2352.0445	0.499923077	4.2449	1
2353.0445	0.499884615	4.2446	1
2354.0446	0.499923077	4.2445	1
2355.0446	0.499923077	4.2444	1
2356.0437	0.499923077	4.2442	1
2357.0438	0.499923077	4.2441	1
2358.0438	0.499923077	4.244	1
2359.0439	0.499923077	4.2439	1
2360.0439	0.499923077	4.2437	1
2361.044	0.499923077	4.2436	1
2362.044	0.499923077	4.2435	1
2363.0441	0.499923077	4.2433	1
2364.0442	0.499923077	4.2433	1
2365.0442	0.499884615	4.2431	1
2366.0443	0.499923077	4.243	1
2367.0443	0.499923077	4.2429	1
2368.0444	0.499923077	4.2429	1
2369.0444	0.499923077	4.2428	1
2370.0445	0.499884615	4.2427	1
2371.0446	0.499923077	4.2428	1
2372.0446	0.499884615	4.2426	1
2373.0447	0.499923077	4.2426	1
2374.0437	0.499923077	4.2425	1
2375.0438	0.499923077	4.2425	1
2376.0438	0.499923077	4.2424	1
2377.0439	0.499884615	4.2423	1
2378.044	0.499923077	4.2423	1
2379.044	0.499884615	4.2422	1
2380.0441	0.499923077	4.2421	1
2381.0441	0.499923077	4.2422	1
2382.0442	0.499923077	4.2421	1
2383.0442	0.499923077	4.2421	1
2384.0443	0.499923077	4.242	1
2385.0444	0.499884615	4.242	1
2386.0444	0.499884615	4.242	1
2387.0445	0.499923077	4.2419	1
2388.0445	0.499884615	4.2419	1
2389.0446	0.499884615	4.2419	1
2390.0446	0.499884615	4.2418	1
2391.0437	0.499884615	4.2418	1
2392.0438	0.499884615	4.2418	1
2393.0438	0.499884615	4.2419	1
2394.0439	0.499923077	4.2418	1
2395.0439	0.499884615	4.2417	1
2396.044	0.499884615	4.2418	1
2397.044	0.499884615	4.2418	1
2398.0441	0.499884615	4.2418	1
2399.0442	0.499884615	4.2418	1
2400.0442	0.499884615	4.2418	1
2401.0443	0.499884615	4.2419	1
2402.0443	0.499884615	4.2419	1
2403.0444	0.499884615	4.242	1
2404.0444	0.499884615	4.2419	1
2405.0445	0.499884615	4.2419	1
2406.0446	0.499884615	4.2421	1
2407.0446	0.499884615	4.242	1
2408.0447	0.499884615	4.2421	1
2409.0437	0.499884615	4.242	1
2410.0438	0.499884615	4.2421	1
2411.0438	0.499884615	4.2421	1
2412.0439	0.499884615	4.2421	1
2413.044	0.499884615	4.2422	1
2414.044	0.499884615	4.2422	1
2415.0441	0.499884615	4.2423	1
2416.0451	0.499884615	4.2423	1
2417.0442	0.499923077	4.2423	1
2418.0442	0.499884615	4.2423	1
2419.0443	0.499923077	4.2423	1
2420.0444	0.499923077	4.2424	1
2421.0444	0.499884615	4.2424	1
2422.0445	0.499884615	4.2425	1
2423.0445	0.499884615	4.2425	1
2424.0446	0.499923077	4.2426	1
2425.0446	0.499884615	4.2426	1
2426.0437	0.499923077	4.2426	1
2427.0438	0.499923077	4.2427	1
2428.0438	0.499884615	4.2427	1
2429.0439	0.499923077	4.2429	1
2430.0439	0.499884615	4.2428	1
2431.044	0.499923077	4.2429	1
2432.044	0.499884615	4.2429	1
2433.0441	0.499884615	4.243	1
2434.0442	0.499884615	4.2431	1
2435.0452	0.499884615	4.2431	1
2436.0443	0.499884615	4.2432	1
2437.0443	0.499884615	4.2432	1
2438.0444	0.499884615	4.2434	1
2439.0444	0.499884615	4.2433	1
2440.0445	0.499884615	4.2435	1
2441.0446	0.499923077	4.2435	1
2442.0446	0.499884615	4.2435	1
2443.0447	0.499884615	4.2437	1
2444.0437	0.499884615	4.2437	1
2445.0438	0.499884615	4.2438	1
2446.0438	0.499884615	4.2438	1
2447.0439	0.499884615	4.244	1
2448.044	0.499884615	4.244	1
2449.044	0.499923077	4.2441	1
2450.0441	0.499923077	4.2443	1
2451.0441	0.499923077	4.2443	1
2452.0442	0.499923077	4.2444	1
2453.0442	0.499884615	4.2444	1
2454.0443	0.499923077	4.2446	1
2455.0444	0.499884615	4.2447	1
2456.0444	0.499923077	4.2447	1
2457.0445	0.499923077	4.2448	1
2458.0445	0.499923077	4.2448	1
2459.0446	0.499923077	4.245	1
2460.0446	0.499923077	4.2449	1
2461.0437	0.499923077	4.2451	1
2462.0438	0.499884615	4.2452	1
2463.0438	0.499884615	4.2452	1
2464.0439	0.499923077	4.2453	1
2465.0439	0.499884615	4.2453	1
2466.044	0.499923077	4.2455	1
2467.044	0.499884615	4.2454	1
2468.0441	0.499884615	4.2457	1
2469.0442	0.499884615	4.2456	1
2470.0442	0.499884615	4.2458	1
2471.0443	0.499923077	4.2459	1
2472.0443	0.499884615	4.2459	1
2473.0444	0.499923077	4.2461	1
2474.0445	0.499884615	4.2461	1
2475.0445	0.499884615	4.2463	1
2476.0446	0.499884615	4.2463	1
2477.0446	0.499884615	4.2463	1
2478.0447	0.499923077	4.2465	1
2479.0437	0.499884615	4.2466	1
2480.0438	0.499884615	4.2467	1
2481.0439	0.499884615	4.2469	1
2482.0439	0.499884615	4.247	1
2483.044	0.499884615	4.247	1
2484.044	0.499884615	4.2471	1
2485.0441	0.499923077	4.2473	1
2486.0441	0.499884615	4.2473	1
2487.0442	0.499923077	4.2475	1
2488.0443	0.499884615	4.2476	1
2489.0443	0.499884615	4.2477	1
2490.0444	0.499884615	4.2477	1
2491.0444	0.499923077	4.2478	1
2492.0445	0.499923077	4.248	1
2493.0445	0.499884615	4.248	1
2494.0446	0.499923077	4.2482	1
2495.0447	0.499884615	4.2483	1
2496.0437	0.499884615	4.2484	1
2497.0438	0.499884615	4.2484	1
2498.0438	0.499923077	4.2485	1
2499.0439	0.499884615	4.2487	1
2500.0439	0.499884615	4.2487	1
2501.044	0.499923077	4.2489	1
2502.0451	0.499884615	4.249	1
2503.0441	0.499923077	4.2491	1
2504.0442	0.499884615	4.2491	1
2505.0442	0.499923077	4.2493	1
2506.0443	0.499923077	4.2495	1
2507.0443	0.499884615	4.2495	1
2508.0444	0.499923077	4.2497	1
2509.0445	0.499884615	4.2497	1
2510.0445	0.499884615	4.2499	1
2511.0446	0.499884615	4.25	1
2512.0446	0.499923077	4.2501	1
2513.0447	0.499884615	4.2502	1
2514.0437	0.499884615	4.2503	1
2515.0438	0.499884615	4.2504	1
2516.0439	0.499884615	4.2504	1
2517.0439	0.499884615	4.2507	1
2518.044	0.499884615	4.2507	1
2519.044	0.499884615	4.2508	1
2520.0441	0.499884615	4.2509	1
2521.0441	0.499884615	4.251	1
2522.0442	0.499884615	4.2512	1
2523.0443	0.499884615	4.2512	1
2524.0443	0.499884615	4.2515	1
2525.0444	0.499884615	4.2515	1
2526.0444	0.499884615	4.2517	1
2527.0445	0.499884615	4.2517	1
2528.0445	0.499884615	4.2518	1
2529.0446	0.499923077	4.2519	1
2530.0447	0.499884615	4.2521	1
2531.0437	0.499923077	4.2523	1
2532.0438	0.499884615	4.2523	1
2533.0438	0.499884615	4.2525	1
2534.0439	0.499884615	4.2525	1
2535.0439	0.499884615	4.2527	1
2536.044	0.499923077	4.2528	1
2537.0441	0.499884615	4.2529	1
2538.0441	0.499884615	4.253	1
2539.0442	0.499884615	4.2531	1
2540.0442	0.499884615	4.2534	1
2541.0443	0.499884615	4.2533	1
2542.0443	0.499884615	4.2535	1
2543.0444	0.499923077	4.2537	1
2544.0445	0.499884615	4.2538	1
2545.0445	0.499884615	4.2538	1
2546.0446	0.499884615	4.2539	1
2547.0446	0.499884615	4.2541	1
2548.0447	0.499884615	4.2542	1
2549.0437	0.499884615	4.2543	1
2550.0438	0.499884615	4.2545	1
2551.0439	0.499884615	4.2546	1
2552.0439	0.499884615	4.2547	1
2553.044	0.499884615	4.2549	1
2554.044	0.499884615	4.255	1
2555.0441	0.499884615	4.255	1
2556.0441	0.499884615	4.2552	1
2557.0442	0.499923077	4.2554	1
2558.0443	0.499884615	4.2554	1
2559.0443	0.499884615	4.2556	1
2560.0444	0.499884615	4.2557	1
2561.0444	0.499923077	4.2559	1
2562.0445	0.499884615	4.256	1
2563.0445	0.499923077	4.2561	1
2564.0446	0.499923077	4.2563	1
2565.0447	0.499884615	4.2563	1
2566.0437	0.499923077	4.2565	1
2567.0438	0.499884615	4.2566	1
2568.0438	0.499923077	4.2568	1
2569.0439	0.499884615	4.2569	1
2570.0439	0.499923077	4.257	1
2571.044	0.499923077	4.2573	1
2572.0441	0.499884615	4.2573	1
2573.0441	0.499923077	4.2575	1
2574.0442	0.499884615	4.2575	1
2575.0442	0.499923077	4.2577	1
2576.0443	0.499923077	4.2578	1
2577.0443	0.499923077	4.258	1
2578.0444	0.499923077	4.2582	1
2579.0445	0.499884615	4.2582	1
2580.0445	0.499923077	4.2584	1
2581.0446	0.499884615	4.2584	1
2582.0446	0.499923077	4.2587	1
2583.0447	0.499884615	4.2587	1
2584.0437	0.499923077	4.259	1
2585.0438	0.499923077	4.2591	1
2586.0439	0.499884615	4.2592	1
2587.0439	0.499923077	4.2594	1
2588.044	0.499884615	4.2594	1
2589.044	0.499923077	4.2596	1
2590.0441	0.499923077	4.2597	1
2591.0441	0.499923077	4.2599	1
2592.0442	0.499923077	4.2601	1
2593.0443	0.499884615	4.2601	1
2594.0443	0.499923077	4.2603	1
2595.0444	0.499884615	4.2603	1
2596.0444	0.499923077	4.2606	1
2597.0445	0.499884615	4.2606	1
2598.0445	0.499884615	4.2609	1
2599.0446	0.499884615	4.261	1
2600.0447	0.499884615	4.261	1
2601.0437	0.499923077	4.2612	1
2602.0438	0.499884615	4.2613	1
2603.0438	0.499923077	4.2615	1
2604.0439	0.499884615	4.2616	1
2605.0439	0.499923077	4.2618	1
2606.044	0.499884615	4.262	1
2607.0441	0.499884615	4.262	1
2608.0441	0.499923077	4.2622	1
2609.0442	0.499884615	4.2623	1
2610.0442	0.499923077	4.2626	1
2611.0443	0.499884615	4.2626	1
2612.0443	0.499923077	4.2629	1
2613.0444	0.499923077	4.2629	1
2614.0445	0.499884615	4.2631	1
2615.0445	0.499923077	4.2633	1
2616.0446	0.499923077	4.2634	1
2617.0446	0.499923077	4.2636	1
2618.0437	0.499884615	4.2636	1
2619.0437	0.499923077	4.2638	1
2620.0438	0.499923077	4.2639	1
2621.0439	0.499884615	4.2641	1
2622.0439	0.499923077	4.2643	1
2623.044	0.499884615	4.2644	1
2624.044	0.499923077	4.2646	1
2625.0441	0.499923077	4.2647	1
2626.0441	0.499923077	4.2649	1
2627.0442	0.499884615	4.265	1
2628.0443	0.499923077	4.2652	1
2629.0443	0.499923077	4.2653	1
2630.0444	0.499923077	4.2654	1
2631.0444	0.499923077	4.2657	1
2632.0445	0.499884615	4.2657	1
2633.0445	0.499923077	4.266	1
2634.0446	0.499884615	4.266	1
2635.0447	0.499923077	4.2662	1
2636.0437	0.499923077	4.2664	1
2637.0438	0.499884615	4.2664	1
2638.0438	0.499923077	4.2666	1
2639.0439	0.499884615	4.2667	1
2640.0439	0.499923077	4.267	1
2641.044	0.499923077	4.267	1
2642.0441	0.499923077	4.2672	1
2643.0441	0.499923077	4.2675	1
2644.0442	0.499923077	4.2675	1
2645.0442	0.499923077	4.2677	1
2646.0443	0.499923077	4.2678	1
2647.0443	0.499923077	4.2679	1
2648.0444	0.499923077	4.2681	1
2649.0445	0.499923077	4.2683	1
2650.0445	0.499923077	4.2685	1
2651.0446	0.499923077	4.2685	1
2652.0446	0.499923077	4.2687	1
2653.0437	0.499923077	4.2689	1
2654.0437	0.499923077	4.269	1
2655.0438	0.499923077	4.2691	1
2656.0439	0.499923077	4.2693	1
2657.0439	0.499884615	4.2695	1
2658.044	0.499884615	4.2695	1
2659.044	0.499923077	4.2697	1
2660.0441	0.499884615	4.2698	1
2661.0441	0.499923077	4.2701	1
2662.0442	0.499884615	4.2701	1
2663.0443	0.499923077	4.2703	1
2664.0443	0.499923077	4.2705	1
2665.0444	0.499923077	4.2706	1
2666.0444	0.499923077	4.2708	1
2667.0445	0.499884615	4.2709	1
2668.0445	0.499923077	4.2711	1
2669.0446	0.499884615	4.2713	1
2670.0447	0.499923077	4.2714	1
2671.0437	0.499884615	4.2716	1
2672.0438	0.499884615	4.2717	1
2673.0438	0.499923077	4.2719	1
2674.0439	0.499923077	4.272	1
2675.0439	0.499884615	4.2722	1
2676.044	0.499884615	4.2723	1
2677.0441	0.499923077	4.2725	1
2678.0441	0.499884615	4.2727	1
2679.0442	0.499884615	4.2727	1
2680.0442	0.499923077	4.2729	1
2681.0443	0.499884615	4.2731	1
2682.0443	0.499923077	4.2733	1
2683.0444	0.499884615	4.2734	1
2684.0445	0.499923077	4.2736	1
2685.0445	0.499884615	4.2737	1
2686.0446	0.499884615	4.2739	1
2687.0446	0.499923077	4.2741	1
2688.0437	0.499884615	4.2741	1
2689.0437	0.499923077	4.2744	1
2690.0438	0.499884615	4.2745	1
2691.0439	0.499884615	4.2747	1
2692.0439	0.499884615	4.2748	1
2693.044	0.499884615	4.275	1
2694.044	0.499884615	4.2752	1
2695.0441	0.499884615	4.2753	1
2696.0441	0.499884615	4.2755	1
2697.0442	0.499884615	4.2756	1
2698.0443	0.499884615	4.2758	1
2699.0443	0.499884615	4.276	1
2700.0444	0.499884615	4.2761	1
2701.0444	0.499884615	4.2763	1
2702.0445	0.499884615	4.2764	1
2703.0445	0.499884615	4.2767	1
2704.0446	0.499884615	4.2767	1
2705.0447	0.499923077	4.277	1
2706.0437	0.499884615	4.2771	1
2707.0438	0.499884615	4.2772	1
2708.0438	0.499884615	4.2774	1
2709.0439	0.499884615	4.2775	1
2710.0439	0.499884615	4.2778	1
2711.044	0.499884615	4.2778	1
2712.0441	0.499884615	4.278	1
2713.0441	0.499884615	4.2781	1
2714.0442	0.499884615	4.2784	1
2715.0442	0.499923077	4.2786	1
2716.0443	0.499884615	4.2786	1
2717.0443	0.499884615	4.2788	1
2718.0444	0.499884615	4.2789	1
2719.0445	0.499884615	4.2791	1
2720.0445	0.499884615	4.2793	1
2721.0446	0.499923077	4.2795	1
2722.0446	0.499884615	4.2796	1
2723.0437	0.499884615	4.2797	1
2724.0437	0.499884615	4.28	1
2725.0438	0.499884615	4.28	1
2726.0439	0.499884615	4.2802	1
