t_s	C_rate	V_V	Control_mode
9591.506	-0.500038462	3.7391	1
9592.5061	-0.500038462	3.739	1
9593.5051	-0.500038462	3.7388	1
9594.5052	-0.500038462	3.7388	1
9595.5053	-0.500038462	3.7386	1
9596.5053	-0.500038462	3.7385	1
9597.5054	-0.500038462	3.7384	1
9598.5384	-0.500038462	3.7383	1
9599.5055	-0.500038462	3.7381	1
9600.5055	-0.500038462	3.738	1
9601.5056	-0.500038462	3.7379	1
9602.5057	-0.500076923	3.7377	1
9603.5057	-0.500038462	3.7376	1
9604.5058	-0.500076923	3.7376	1
9605.5058	-0.500038462	3.7374	1
9606.5059	-0.500038462	3.7372	1
9607.5059	-0.500076923	3.7371	1
9608.506	-0.500038462	3.737	1
9609.5061	-0.500038462	3.7369	1
9610.5061	-0.500038462	3.7368	1
9611.5052	-0.500038462	3.7366	1
9612.5052	-0.500038462	3.7365	1
9613.5053	-0.500038462	3.7364	1
9614.5384	-0.500076923	3.7363	1
9615.5054	-0.500076923	3.7361	1
9616.5055	-0.500038462	3.736	1
9617.5055	-0.500038462	3.7359	1
9618.5056	-0.500038462	3.7357	1
9619.5056	-0.500076923	3.7357	1
9620.5057	-0.500076923	3.7355	1
9621.5057	-0.500076923	3.7354	1
9622.5058	-0.500076923	3.7353	1
9623.5059	-0.500076923	3.7352	1
9624.5059	-0.500076923	3.7351	1
9625.506	-0.500038462	3.7348	1
9626.506	-0.500038462	3.7349	1
9627.5061	-0.500038462	3.7346	1
9628.5051	-0.500076923	3.7346	1
9629.5052	-0.500076923	3.7344	1
9630.5383	-0.500038462	3.7342	1
9631.5053	-0.500038462	3.7342	1
9632.5054	-0.500038462	3.734	1
9633.5054	-0.500038462	3.734	1
9634.5055	-0.500076923	3.7337	1
9635.5055	-0.500038462	3.7337	1
9636.5056	-0.500038462	3.7336	1
9637.5057	-0.500076923	3.7334	1
9638.5057	-0.500076923	3.7333	1
9639.5058	-0.500038462	3.7332	1
9640.5058	-0.500038462	3.7331	1
9641.5059	-0.500038462	3.7329	1
9642.506	-0.500076923	3.7329	1
9643.506	-0.500038462	3.7327	1
9644.5061	-0.500038462	3.7326	1
9645.5061	-0.500076923	3.7325	1
9646.5382	-0.500076923	3.7323	1
9647.5052	-0.500076923	3.7323	1
9648.5053	-0.500038462	3.7321	1
9649.5054	-0.500076923	3.732	1
9650.5054	-0.500076923	3.7319	1
9651.5055	-0.500076923	3.7317	1
9652.5055	-0.500076923	3.7317	1
9653.5056	-0.500076923	3.7315	1
9654.5056	-0.500038462	3.7314	1
9655.5057	-0.500076923	3.7313	1
9656.5058	-0.500076923	3.7311	1
9657.5058	-0.500038462	3.731	1
9658.5059	-0.500038462	3.7309	1
9659.5059	-0.500038462	3.7308	1
9660.506	-0.500038462	3.7306	1
9661.506	-0.500038462	3.7305	1
9662.5401	-0.500038462	3.7303	1
9663.5052	-0.500038462	3.7302	1
9664.5052	-0.500038462	3.73	1
9665.5053	-0.500038462	3.73	1
9666.5053	-0.500038462	3.7299	1
9667.5054	-0.500038462	3.7298	1
9668.5054	-0.500038462	3.7296	1
9669.5055	-0.500038462	3.7295	1
9670.5056	-0.500038462	3.7294	1
9671.5056	-0.500038462	3.7292	1
9672.5057	-0.500038462	3.7291	1
9673.5057	-0.500038462	3.7291	1
9674.5058	-0.500038462	3.7289	1
9675.5058	-0.500038462	3.7288	1
9676.5059	-0.500038462	3.7286	1
9677.506	-0.500038462	3.7286	1
9678.539	-0.500038462	3.7283	1
9679.5061	-0.500038462	3.7283	1
9680.5061	-0.500038462	3.7282	1
9681.5052	-0.500038462	3.7279	1
9682.5052	-0.500038462	3.7279	1
9683.5053	-0.500038462	3.7278	1
9684.5054	-0.500038462	3.7277	1
9685.5054	-0.500038462	3.7274	1
9686.5055	-0.500038462	3.7274	1
9687.5055	-0.500038462	3.7273	1
9688.5056	-0.500038462	3.7271	1
9689.5056	-0.500038462	3.727	1
9690.5057	-0.500038462	3.7269	1
9691.5058	-0.500038462	3.7269	1
9692.5058	-0.500038462	3.7266	1
9693.5059	-0.500038462	3.7266	1
9694.5389	-0.500038462	3.7265	1
9695.506	-0.500038462	3.7263	1
9696.506	-0.500038462	3.7262	1
9697.5061	-0.500076923	3.726	1
9698.5052	-0.500076923	3.726	1
9699.5052	-0.500038462	3.7258	1
9700.5053	-0.500076923	3.7257	1
9701.5053	-0.500038462	3.7256	1
9702.5054	-0.500038462	3.7255	1
9703.5054	-0.500038462	3.7254	1
9704.5055	-0.500076923	3.7252	1
9705.5056	-0.500038462	3.7251	1
9706.5056	-0.500038462	3.725	1
9707.5057	-0.500038462	3.7249	1
9708.5057	-0.500038462	3.7248	1
9709.5058	-0.500038462	3.7246	1
9710.5388	-0.500038462	3.7245	1
9711.5059	-0.500038462	3.7243	1
9712.506	-0.500038462	3.7242	1
9713.506	-0.500038462	3.7241	1
9714.5061	-0.500038462	3.724	1
9715.5061	-0.500038462	3.724	1
9716.5052	-0.500038462	3.7238	1
9717.5042	-0.500038462	3.7237	1
9718.5053	-0.500038462	3.7235	1
9719.5054	-0.500038462	3.7235	1
9720.5054	-0.500038462	3.7233	1
9721.5045	-0.500038462	3.7232	1
9722.5055	-0.500038462	3.7231	1
9723.5056	-0.500038462	3.7229	1
9724.5056	-0.500038462	3.7229	1
9725.5057	-0.500038462	3.7227	1
9726.5388	-0.500038462	3.7226	1
9727.5058	-0.500038462	3.7224	1
9728.5059	-0.500038462	3.7224	1
9729.5059	-0.500038462	3.7222	1
9730.506	-0.500038462	3.722	1
9731.506	-0.500038462	3.722	1
9732.5061	-0.500076923	3.7218	1
9733.5052	-0.500038462	3.7218	1
9734.5052	-0.500038462	3.7216	1
9735.5053	-0.500038462	3.7215	1
9736.5053	-0.500076923	3.7214	1
9737.5054	-0.500038462	3.7212	1
9738.5054	-0.500076923	3.7212	1
9739.5055	-0.500038462	3.721	1
9740.5056	-0.500038462	3.721	1
9741.5056	-0.500038462	3.7208	1
9742.5397	-0.500038462	3.7207	1
9743.5057	-0.500038462	3.7206	1
9744.5058	-0.500076923	3.7204	1
9745.5058	-0.500038462	3.7204	1
9746.5059	-0.500076923	3.7202	1
9747.506	-0.500076923	3.7201	1
9748.506	-0.500038462	3.72	1
9749.5061	-0.500038462	3.7199	1
9750.5061	-0.500076923	3.7197	1
9751.5052	-0.500076923	3.7196	1
9752.5052	-0.500076923	3.7195	1
9753.5053	-0.500038462	3.7194	1
9754.5054	-0.500038462	3.7193	1
9755.5054	-0.500038462	3.7192	1
9756.5055	-0.500076923	3.7191	1
9757.5055	-0.500038462	3.7189	1
9758.5386	-0.500038462	3.7188	1
9759.5056	-0.500038462	3.7187	1
9760.5057	-0.500038462	3.7186	1
9761.5058	-0.500038462	3.7185	1
9762.5058	-0.500038462	3.7182	1
9763.5059	-0.500038462	3.7183	1
9764.5059	-0.500038462	3.718	1
9765.506	-0.500038462	3.718	1
9766.506	-0.500038462	3.7179	1
9767.5061	-0.500038462	3.7177	1
9768.5052	-0.500038462	3.7176	1
9769.5052	-0.500038462	3.7175	1
9770.5053	-0.500038462	3.7174	1
9771.5053	-0.500038462	3.7172	1
9772.5054	-0.500038462	3.7171	1
9773.5054	-0.500038462	3.7171	1
9774.5385	-0.500038462	3.7169	1
9775.5056	-0.500038462	3.7169	1
9776.5056	-0.500038462	3.7167	1
9777.5057	-0.500038462	3.7166	1
9778.5057	-0.500038462	3.7165	1
9779.5058	-0.500038462	3.7164	1
9780.5058	-0.500038462	3.7163	1
9781.5059	-0.500038462	3.7161	1
9782.506	-0.500038462	3.7161	1
9783.507	-0.500038462	3.7159	1
9784.5061	-0.500038462	3.7158	1
9785.5061	-0.500038462	3.7157	1
9786.5052	-0.500038462	3.7156	1
9787.5052	-0.500038462	3.7154	1
9788.5053	-0.500038462	3.7153	1
9789.5054	-0.500038462	3.7153	1
9790.5384	-0.500038462	3.7152	1
9791.5055	-0.500076923	3.7151	1
9792.5055	-0.500038462	3.7149	1
9793.5056	-0.500038462	3.7149	1
9794.5056	-0.500038462	3.7148	1
9795.5057	-0.500076923	3.7146	1
9796.5058	-0.500038462	3.7145	1
9797.5058	-0.500038462	3.7143	1
9798.5059	-0.500076923	3.7143	1
9799.5059	-0.500076923	3.7141	1
9800.506	-0.500076923	3.714	1
9801.506	-0.500038462	3.714	1
9802.5061	-0.500076923	3.7138	1
9803.5052	-0.500076923	3.7137	1
9804.5052	-0.500076923	3.7136	1
9805.5053	-0.500076923	3.7134	1
9806.5383	-0.500038462	3.7133	1
9807.5054	-0.500038462	3.7132	1
9808.5054	-0.500038462	3.713	1
9809.5055	-0.500038462	3.7129	1
9810.5056	-0.500038462	3.7129	1
9811.5056	-0.500038462	3.7127	1
9812.5057	-0.500038462	3.7126	1
9813.5057	-0.500038462	3.7124	1
9814.5058	-0.500038462	3.7124	1
9815.5058	-0.500038462	3.7122	1
9816.5059	-0.500038462	3.7121	1
9817.506	-0.500038462	3.712	1
9818.506	-0.500038462	3.7119	1
9819.5061	-0.500038462	3.7118	1
9820.5061	-0.500038462	3.7116	1
9821.5052	-0.500038462	3.7116	1
9822.5392	-0.500038462	3.7113	1
9823.5053	-0.500038462	3.7113	1
9824.5054	-0.500038462	3.7112	1
9825.5054	-0.500038462	3.711	1
9826.5055	-0.500038462	3.711	1
9827.5055	-0.500076923	3.7108	1
9828.5056	-0.500038462	3.7108	1
9829.5056	-0.500038462	3.7106	1
9830.5057	-0.500038462	3.7104	1
9831.5058	-0.500076923	3.7104	1
9832.5058	-0.500038462	3.7102	1
9833.5059	-0.500038462	3.7102	1
9834.5059	-0.500038462	3.71	1
9835.506	-0.500076923	3.71	1
9836.506	-0.500076923	3.7098	1
9837.5061	-0.500038462	3.7097	1
9838.5382	-0.500076923	3.7097	1
9839.5052	-0.500076923	3.7095	1
9840.5053	-0.500076923	3.7094	1
9841.5053	-0.500076923	3.7092	1
9842.5054	-0.500076923	3.7092	1
9843.5054	-0.500076923	3.709	1
9844.5055	-0.500076923	3.709	1
9845.5056	-0.500076923	3.7089	1
9846.5056	-0.500076923	3.7087	1
9847.5067	-0.500076923	3.7086	1
9848.5057	-0.500038462	3.7084	1
9849.5058	-0.500076923	3.7083	1
9850.5058	-0.500076923	3.7082	1
9851.5059	-0.500076923	3.7081	1
9852.506	-0.500076923	3.7081	1
9853.506	-0.500076923	3.7079	1
9854.5401	-0.500038462	3.7078	1
9855.5061	-0.500038462	3.7077	1
9856.5052	-0.500038462	3.7076	1
9857.5052	-0.500038462	3.7074	1
9858.5053	-0.500038462	3.7073	1
9859.5054	-0.500038462	3.7072	1
9860.5054	-0.500038462	3.7071	1
9861.5055	-0.500038462	3.707	1
9862.5055	-0.500038462	3.7068	1
9863.5056	-0.500038462	3.7067	1
9864.5056	-0.500038462	3.7066	1
9865.5057	-0.500038462	3.7065	1
9866.5058	-0.500038462	3.7065	1
9867.5058	-0.500038462	3.7062	1
9868.5059	-0.500038462	3.7062	1
9869.5059	-0.500038462	3.706	1
9870.54	-0.500038462	3.706	1
9871.506	-0.500038462	3.7058	1
9872.5061	-0.500076923	3.7058	1
9873.5052	-0.500038462	3.7056	1
9874.5052	-0.500038462	3.7055	1
9875.5053	-0.500076923	3.7054	1
9876.5053	-0.500038462	3.7053	1
9877.5054	-0.500038462	3.7052	1
9878.5054	-0.500038462	3.705	1
9879.5055	-0.500038462	3.7049	1
9880.5056	-0.500038462	3.7048	1
9881.5056	-0.500038462	3.7047	1
9882.5057	-0.500038462	3.7046	1
9883.5057	-0.500038462	3.7044	1
9884.5058	-0.500038462	3.7044	1
9885.5058	-0.500038462	3.7042	1
9886.5389	-0.500038462	3.7041	1
9887.506	-0.500038462	3.704	1
9888.506	-0.500038462	3.7038	1
9889.5061	-0.500038462	3.7038	1
9890.5061	-0.500038462	3.7037	1
9891.5052	-0.500038462	3.7036	1
9892.5052	-0.500038462	3.7034	1
9893.5053	-0.500038462	3.7034	1
9894.5054	-0.500038462	3.7032	1
9895.5054	-0.500038462	3.7031	1
9896.5055	-0.500038462	3.703	1
9897.5055	-0.500038462	3.7028	1
9898.5056	-0.500038462	3.7028	1
9899.5057	-0.500038462	3.7026	1
9900.5057	-0.500038462	3.7026	1
9901.5058	-0.500038462	3.7024	1
9902.5398	-0.500038462	3.7023	1
9903.5059	-0.500038462	3.7022	1
9904.5059	-0.500038462	3.7021	1
9905.506	-0.500038462	3.7021	1
9906.5061	-0.500038462	3.7019	1
9907.5061	-0.500038462	3.7018	1
9908.5052	-0.500038462	3.7017	1
9909.5052	-0.500038462	3.7016	1
9910.5053	-0.500038462	3.7015	1
9911.5053	-0.500038462	3.7013	1
9912.5054	-0.500038462	3.7012	1
9913.5055	-0.500038462	3.7011	1
9914.5055	-0.500038462	3.7011	1
9915.5056	-0.500038462	3.7009	1
9916.5056	-0.500038462	3.7008	1
9917.5057	-0.500038462	3.7007	1
9918.5387	-0.500038462	3.7006	1
9919.5058	-0.500038462	3.7007	1
9920.5059	-0.500076923	3.7005	1
9921.5059	-0.500076923	3.7004	1
9922.506	-0.500076923	3.7001	1
9923.506	-0.500076923	3.7001	1
9924.5061	-0.500076923	3.7001	1
9925.5061	-0.500076923	3.6999	1
9926.5372	-0.500076923	3.6998	1
9927.5053	-0.500038462	3.6997	1
9928.5053	-0.500076923	3.6996	1
9929.5054	-0.500038462	3.6995	1
9930.5054	-0.500076923	3.6994	1
9931.5055	-0.500038462	3.6993	1
9932.5055	-0.500038462	3.6991	1
9933.5056	-0.500038462	3.6991	1
9934.5397	-0.500076923	3.6988	1
9935.5057	-0.500076923	3.6988	1
9936.5058	-0.500038462	3.6987	1
9937.5058	-0.500076923	3.6986	1
9938.5059	-0.500076923	3.6985	1
9939.5059	-0.500076923	3.6983	1
9940.506	-0.500076923	3.6982	1
9941.5061	-0.500038462	3.6981	1
9942.5061	-0.500076923	3.698	1
9943.5052	-0.500076923	3.6979	1
9944.5052	-0.500076923	3.6978	1
9945.5053	-0.500038462	3.6977	1
9946.5053	-0.500076923	3.6976	1
9947.5054	-0.500038462	3.6974	1
9948.5055	-0.500038462	3.6973	1
9949.5065	-0.500076923	3.6972	1
9950.5386	-0.500038462	3.6971	1
9951.5056	-0.500038462	3.6971	1
9952.5057	-0.500038462	3.697	1
9953.5057	-0.500038462	3.6968	1
9954.5058	-0.500038462	3.6968	1
9955.5059	-0.500038462	3.6966	1
9956.5059	-0.500038462	3.6965	1
9957.506	-0.500038462	3.6964	1
9958.506	-0.500038462	3.6963	1
9959.5061	-0.500038462	3.6962	1
9960.5061	-0.500038462	3.696	1
9961.5052	-0.500038462	3.696	1
9962.5053	-0.500038462	3.6958	1
9963.5053	-0.500038462	3.6957	1
9964.5054	-0.500038462	3.6956	1
9965.5054	-0.500038462	3.6956	1
9966.5395	-0.500038462	3.6953	1
9967.5055	-0.500038462	3.6952	1
9968.5056	-0.500038462	3.6951	1
9969.5057	-0.500038462	3.6949	1
9970.5057	-0.500038462	3.6949	1
9971.5058	-0.500038462	3.6947	1
9972.5058	-0.500038462	3.6948	1
9973.5059	-0.500038462	3.6946	1
9974.5059	-0.500038462	3.6944	1
9975.506	-0.500038462	3.6944	1
9976.5061	-0.500038462	3.6942	1
9977.5061	-0.500038462	3.6942	1
9978.5052	-0.500038462	3.6941	1
9979.5042	-0.500038462	3.694	1
9980.5053	-0.500038462	3.6938	1
9981.5053	-0.500038462	3.6937	1
9982.5384	-0.500038462	3.6937	1
9983.5055	-0.500038462	3.6934	1
9984.5065	-0.500038462	3.6934	1
9985.5056	-0.500038462	3.6933	1
9986.5056	-0.500038462	3.6932	1
9987.5057	-0.500038462	3.693	1
9988.5057	-0.500038462	3.6929	1
9989.5058	-0.500038462	3.6928	1
9990.5059	-0.500038462	3.6927	1
9991.5059	-0.500038462	3.6927	1
9992.506	-0.500038462	3.6925	1
9993.506	-0.500038462	3.6925	1
9994.5061	-0.500038462	3.6923	1
9995.5061	-0.500038462	3.6923	1
9996.5052	-0.500038462	3.6921	1
9997.5053	-0.500038462	3.692	1
9998.5383	-0.500038462	3.6919	1
9999.5054	-0.500038462	3.6917	1
10000.5054	-0.500076923	3.6916	1
10001.5055	-0.500038462	3.6915	1
10002.5055	-0.500076923	3.6915	1
10003.5056	-0.500038462	3.6914	1
10004.5057	-0.500038462	3.6912	1
10005.5057	-0.500076923	3.6911	1
10006.5058	-0.500038462	3.691	1
10007.5058	-0.500038462	3.6909	1
10008.5059	-0.500038462	3.6908	1
10009.5059	-0.500038462	3.6907	1
10010.506	-0.500038462	3.6906	1
10011.5061	-0.500038462	3.6904	1
10012.5061	-0.500038462	3.6904	1
10013.5052	-0.500038462	3.6903	1
10014.5382	-0.500038462	3.6902	1
10015.5053	-0.500038462	3.69	1
10016.5053	-0.500038462	3.69	1
10017.5054	-0.500038462	3.6899	1
10018.5055	-0.500038462	3.6897	1
10019.5055	-0.500076923	3.6896	1
10020.5056	-0.500038462	3.6895	1
10021.5056	-0.500038462	3.6894	1
10022.5057	-0.500038462	3.6893	1
10023.5057	-0.500038462	3.6892	1
10024.5058	-0.500038462	3.689	1
10025.5059	-0.500038462	3.6889	1
10026.5059	-0.500076923	3.6889	1
10027.505	-0.500038462	3.6888	1
10028.506	-0.500038462	3.6887	1
10029.5061	-0.500038462	3.6886	1
10030.5381	-0.500038462	3.6884	1
10031.5052	-0.500038462	3.6883	1
10032.5053	-0.500038462	3.6881	1
10033.5053	-0.500038462	3.6881	1
10034.5054	-0.500038462	3.688	1
10035.5054	-0.500038462	3.6879	1
10036.5055	-0.500038462	3.6878	1
10037.5055	-0.500038462	3.6876	1
10038.5056	-0.500038462	3.6875	1
10039.5057	-0.500038462	3.6875	1
10040.5057	-0.500038462	3.6874	1
10041.5058	-0.500038462	3.6872	1
10042.5058	-0.500038462	3.6872	1
10043.5069	-0.500038462	3.687	1
10044.5059	-0.500038462	3.687	1
10045.506	-0.500038462	3.6869	1
10046.5391	-0.500038462	3.6867	1
10047.5061	-0.500038462	3.6867	1
10048.5052	-0.500038462	3.6866	1
10049.5052	-0.500038462	3.6865	1
10050.5053	-0.500038462	3.6863	1
10051.5053	-0.500038462	3.6862	1
10052.5054	-0.500038462	3.6861	1
10053.5055	-0.500038462	3.6861	1
10054.5055	-0.500038462	3.686	1
10055.5056	-0.500038462	3.6858	1
10056.5056	-0.500038462	3.6857	1
10057.5057	-0.500038462	3.6856	1
10058.5057	-0.500038462	3.6856	1
10059.5058	-0.500038462	3.6854	1
10060.5059	-0.500038462	3.6853	1
10061.5059	-0.500038462	3.6852	1
10062.539	-0.500038462	3.6851	1
10063.506	-0.500076923	3.6851	1
10064.5061	-0.500076923	3.6849	1
10065.5051	-0.500076923	3.6849	1
10066.5052	-0.500076923	3.6847	1
10067.5053	-0.500038462	3.6847	1
10068.5053	-0.500076923	3.6846	1
10069.5054	-0.500076923	3.6844	1
10070.5054	-0.500038462	3.6843	1
10071.5055	-0.500076923	3.6841	1
10072.5055	-0.500076923	3.6841	1
10073.5056	-0.500076923	3.684	1
10074.5057	-0.500076923	3.6839	1
10075.5057	-0.500076923	3.6839	1
10076.5058	-0.500038462	3.6836	1
10077.5058	-0.500038462	3.6836	1
10078.5399	-0.500038462	3.6834	1
10079.5059	-0.500038462	3.6834	1
10080.506	-0.500038462	3.6832	1
10081.5061	-0.500076923	3.6831	1
10082.5061	-0.500038462	3.6831	1
10083.5052	-0.500038462	3.6829	1
10084.5052	-0.500038462	3.6829	1
10085.5053	-0.500076923	3.6827	1
10086.5053	-0.500038462	3.6826	1
10087.5054	-0.500038462	3.6825	1
10088.5055	-0.500076923	3.6824	1
10089.5055	-0.500076923	3.6823	1
10090.5056	-0.500038462	3.6822	1
10091.5056	-0.500076923	3.6822	1
10092.5057	-0.500038462	3.6819	1
10093.5057	-0.500038462	3.6819	1
10094.5388	-0.500038462	3.6818	1
10095.5059	-0.500076923	3.6817	1
10096.5059	-0.500076923	3.6816	1
10097.506	-0.500076923	3.6814	1
10098.506	-0.500076923	3.6815	1
10099.5061	-0.500076923	3.6813	1
10100.5051	-0.500076923	3.6812	1
10101.5052	-0.500038462	3.681	1
10102.5053	-0.500038462	3.681	1
10103.5053	-0.500038462	3.6808	1
10104.5054	-0.500038462	3.6808	1
10105.5054	-0.500076923	3.6807	1
10106.5055	-0.500076923	3.6805	1
10107.5055	-0.500076923	3.6805	1
10108.5056	-0.500038462	3.6803	1
10109.5057	-0.500038462	3.6803	1
10110.5387	-0.500038462	3.6801	1
10111.5058	-0.500038462	3.6801	1
10112.5058	-0.500038462	3.68	1
10113.5059	-0.500038462	3.6798	1
10114.5059	-0.500038462	3.6797	1
10115.506	-0.500038462	3.6796	1
10116.5061	-0.500076923	3.6796	1
10117.5061	-0.500038462	3.6794	1
10118.5052	-0.500038462	3.6793	1
10119.5052	-0.500038462	3.6793	1
10120.5053	-0.500076923	3.6791	1
10121.5053	-0.500076923	3.6791	1
10122.5054	-0.500038462	3.6789	1
10123.5055	-0.500038462	3.6788	1
10124.5065	-0.500038462	3.6787	1
10125.5056	-0.500076923	3.6786	1
10126.5386	-0.500038462	3.6784	1
10127.5057	-0.500038462	3.6783	1
10128.5057	-0.500038462	3.6782	1
10129.5058	-0.500038462	3.678	1
10130.5059	-0.500038462	3.678	1
10131.5059	-0.500038462	3.6778	1
10132.506	-0.500038462	3.6778	1
10133.506	-0.500038462	3.6778	1
10134.5061	-0.500038462	3.6776	1
10135.5051	-0.500038462	3.6775	1
10136.5052	-0.500038462	3.6774	1
10137.5053	-0.500038462	3.6773	1
10138.5053	-0.500038462	3.6772	1
10139.5054	-0.500038462	3.677	1
10140.5054	-0.500038462	3.677	1
10141.5055	-0.500038462	3.6768	1
10142.5386	-0.500038462	3.6768	1
10143.5056	-0.500038462	3.6767	1
10144.5057	-0.500038462	3.6766	1
10145.5057	-0.500038462	3.6765	1
10146.5058	-0.500038462	3.6765	1
10147.5058	-0.500038462	3.6763	1
10148.5059	-0.500076923	3.6761	1
10149.5059	-0.500038462	3.6761	1
10150.506	-0.500038462	3.6759	1
10151.5061	-0.500076923	3.6759	1
10152.5061	-0.500038462	3.6758	1
10153.5052	-0.500038462	3.6757	1
10154.5052	-0.500038462	3.6756	1
10155.5053	-0.500038462	3.6755	1
10156.5053	-0.500076923	3.6754	1
10157.5054	-0.500038462	3.6752	1
10158.5385	-0.500038462	3.6753	1
10159.5055	-0.500038462	3.6751	1
10160.5056	-0.500038462	3.675	1
10161.5056	-0.500038462	3.6749	1
10162.5057	-0.500038462	3.6748	1
10163.5057	-0.500038462	3.6747	1
10164.5058	-0.500038462	3.6746	1
10165.5059	-0.500038462	3.6745	1
10166.5059	-0.500038462	3.6744	1
10167.506	-0.500076923	3.6743	1
10168.506	-0.500038462	3.6742	1
10169.5061	-0.500038462	3.6741	1
10170.5042	-0.500038462	3.674	1
10171.5052	-0.500076923	3.6739	1
10172.5053	-0.500038462	3.6738	1
10173.5053	-0.500038462	3.6737	1
10174.5384	-0.500038462	3.6736	1
10175.5064	-0.500038462	3.6735	1
10176.5055	-0.500038462	3.6734	1
10177.5056	-0.500038462	3.6733	1
10178.5056	-0.500038462	3.6732	1
10179.5057	-0.500038462	3.6731	1
10180.5067	-0.500038462	3.6729	1
10181.5058	-0.500038462	3.6729	1
10182.5058	-0.500038462	3.6727	1
10183.5059	-0.500038462	3.6726	1
10184.506	-0.500038462	3.6726	1
10185.506	-0.500038462	3.6724	1
10186.5061	-0.500038462	3.6724	1
10187.5061	-0.500038462	3.6723	1
10188.5052	-0.500038462	3.6722	1
10189.5052	-0.500038462	3.6721	1
10190.5393	-0.500038462	3.6719	1
10191.5054	-0.500038462	3.6719	1
10192.5054	-0.500038462	3.6717	1
10193.5055	-0.500038462	3.6717	1
10194.5045	-0.500038462	3.6716	1
10195.5056	-0.500038462	3.6715	1
10196.5056	-0.500038462	3.6713	1
10197.5057	-0.500038462	3.6712	1
10198.5058	-0.500038462	3.6712	1
10199.5058	-0.500038462	3.671	1
10200.5059	-0.500038462	3.6709	1
10201.5059	-0.500038462	3.6708	1
10202.506	-0.500038462	3.6708	1
10203.506	-0.500038462	3.6707	1
10204.5061	-0.500038462	3.6705	1
10205.5052	-0.500038462	3.6705	1
10206.5382	-0.500038462	3.6704	1
10207.5053	-0.500038462	3.6704	1
10208.5053	-0.500038462	3.6702	1
10209.5054	-0.500038462	3.6702	1
10210.5054	-0.500038462	3.67	1
10211.5055	-0.500038462	3.6699	1
10212.5056	-0.500038462	3.6699	1
10213.5056	-0.500038462	3.6697	1
10214.5057	-0.500038462	3.6697	1
10215.5057	-0.500038462	3.6695	1
10216.5058	-0.500038462	3.6695	1
10217.5058	-0.500038462	3.6693	1
10218.5059	-0.500038462	3.6693	1
10219.506	-0.500038462	3.6692	1
10220.506	-0.500038462	3.669	1
10221.5061	-0.500038462	3.669	1
10222.5391	-0.500038462	3.6689	1
10223.5052	-0.500038462	3.6688	1
10224.5052	-0.500038462	3.6687	1
10225.5053	-0.500076923	3.6686	1
10226.5054	-0.500038462	3.6685	1
10227.5054	-0.500038462	3.6683	1
10228.5055	-0.500038462	3.6684	1
10229.5055	-0.500076923	3.6681	1
10230.5056	-0.500038462	3.6681	1
10231.5056	-0.500076923	3.668	1
10232.5057	-0.500038462	3.6679	1
10233.5058	-0.500038462	3.6678	1
10234.5058	-0.500038462	3.6677	1
10235.5059	-0.500038462	3.6677	1
10236.5059	-0.500038462	3.6675	1
10237.506	-0.500038462	3.6674	1
10238.54	-0.500038462	3.6672	1
10239.5061	-0.500038462	3.6673	1
10240.5052	-0.500038462	3.6671	1
10241.5052	-0.500038462	3.6669	1
10242.5053	-0.500038462	3.6669	1
10243.5053	-0.500038462	3.6668	1
10244.5054	-0.500038462	3.6667	1
10245.5054	-0.500038462	3.6666	1
10246.5055	-0.500038462	3.6665	1
10247.5056	-0.500038462	3.6663	1
10248.5056	-0.500038462	3.6663	1
10249.5057	-0.500076923	3.6662	1
10250.5057	-0.500038462	3.6661	1
10251.5058	-0.500076923	3.666	1
10252.5058	-0.500038462	3.6659	1
10253.5059	-0.500038462	3.6658	1
10254.54	-0.500038462	3.6657	1
10255.506	-0.500038462	3.6657	1
10256.5061	-0.500038462	3.6656	1
10257.5071	-0.500038462	3.6654	1
10258.5052	-0.500038462	3.6654	1
10259.5052	-0.500038462	3.6653	1
10260.5053	-0.500038462	3.6652	1
10261.5054	-0.500038462	3.665	1
10262.5054	-0.500038462	3.6649	1
10263.5055	-0.500038462	3.6649	1
10264.5055	-0.500038462	3.6648	1
10265.5056	-0.500038462	3.6647	1
10266.5056	-0.500038462	3.6646	1
10267.5057	-0.500038462	3.6646	1
10268.5058	-0.500038462	3.6644	1
10269.5058	-0.500038462	3.6643	1
10270.5389	-0.500038462	3.6641	1
10271.5059	-0.500038462	3.664	1
10272.506	-0.500038462	3.6639	1
10273.506	-0.500038462	3.6638	1
10274.5061	-0.500038462	3.6637	1
10275.5052	-0.500038462	3.6636	1
10276.5052	-0.500038462	3.6635	1
10277.5053	-0.500038462	3.6635	1
10278.5053	-0.500038462	3.6633	1
10279.5054	-0.500038462	3.6633	1
10280.5054	-0.500038462	3.6631	1
10281.5055	-0.500038462	3.6631	1
10282.5056	-0.500038462	3.6629	1
10283.5056	-0.500038462	3.6629	1
10284.5057	-0.500038462	3.6628	1
10285.5057	-0.500038462	3.6626	1
10286.5388	-0.500038462	3.6626	1
10287.5058	-0.500038462	3.6625	1
10288.5059	-0.500076923	3.6624	1
10289.506	-0.500038462	3.6622	1
10290.506	-0.500038462	3.6622	1
10291.5061	-0.500038462	3.6622	1
10292.5061	-0.500038462	3.662	1
10293.5052	-0.500038462	3.662	1
10294.5052	-0.500038462	3.6618	1
10295.5053	-0.500076923	3.6617	1
10296.5054	-0.500038462	3.6616	1
